Date,Name of State / UT,Latitude,Longitude,Total Confirmed cases,Death,Cured/Discharged/Migrated,New cases,New deaths,New recovered
15-04-2020,Tamil Nadu,11.1271,78.6569,1204,12,81,31,0,23
15-04-2020,Telengana,18.1124,79.0193,624,17,100,0,0,0
15-04-2020,Tripura,23.9408,91.9882,2,0,0,0,0,0
15-04-2020,Uttar Pradesh,26.8467,80.9462,660,5,50,3,0,1
15-04-2020,Uttarakhand,30.0668,79.0193,37,0,9,2,0,2
15-04-2020,West Bengal,22.9868,87.855,213,7,37,23,0,1
16-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,11,0,10,0,0,0
16-04-2020,Andhra Pradesh,15.9129,79.74,525,14,20,42,0,4
16-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0,0
16-04-2020,Assam,26.2006,92.9376,33,1,0,1,0,0
16-04-2020,Bihar,25.0961,85.3131,70,1,29,4,0,0
16-04-2020,Chandigarh,30.7333,76.7794,21,0,7,0,0,0
16-04-2020,Chhattisgarh,21.2787,81.8661,33,0,17,0,0,4
16-04-2020,Delhi,28.7041,77.1025,1578,32,40,17,0,10
16-04-2020,Goa,15.2993,74.124,7,0,5,0,0,0
16-04-2020,Gujarat,22.2587,71.1924,766,33,64,116,0,5
16-04-2020,Haryana,29.0588,76.0856,205,3,43,6,0,9
16-04-2020,Himachal Pradesh,31.1048,77.1734,35,1,16,2,0,3
16-04-2020,Jammu and Kashmir,33.7782,76.5762,300,4,36,22,0,6
16-04-2020,Jharkhand,23.6102,85.2799,28,2,0,1,0,0
16-04-2020,Karnataka,15.3173,75.7139,279,12,80,19,0,9
16-04-2020,Kerala,10.8505,76.2711,388,3,218,1,0,7
15-04-2020,Ladakh,34.2996,78.2932,17,0,10,2,0,0
15-04-2020,Madhya Pradesh,22.9734,78.6569,730,50,51,0,0,1
